"Town","FIPS","Year","Measure Type","Variable","Value"
"Wethersfield","0900384900","2008-2012","Number","Margins of Error",253
"Wethersfield","0900384900","2009-2013","Number","Total Households",10865
"Wethersfield","0900384900","2009-2013","Number","Margins of Error",283
"Wethersfield","0900384900","2010-2014","Number","Total Households",10853
"Wethersfield","0900384900","2010-2014","Number","Margins of Error",258
"Wethersfield","0900384900","2011-2015","Number","Total Households",10775
"Wethersfield","0900384900","2011-2015","Number","Margins of Error",257
"Wethersfield","0900384900","2012-2016","Number","Total Households",10820
"Wethersfield","0900384900","2012-2016","Number","Margins of Error",257
"Wethersfield","0900384900","2013-2017","Number","Total Households",10778
"Wethersfield","0900384900","2013-2017","Number","Margins of Error",299
"Willington","0901385950","2006-2010","Number","Total Households",2324
"Willington","0901385950","2006-2010","Number","Margins of Error",168
"Willington","0901385950","2007-2011","Number","Total Households",2335
"Willington","0901385950","2007-2011","Number","Margins of Error",148
"Willington","0901385950","2008-2012","Number","Total Households",2337
"Willington","0901385950","2008-2012","Number","Margins of Error",156
"Willington","0901385950","2009-2013","Number","Total Households",2465
"Willington","0901385950","2009-2013","Number","Margins of Error",187
"Willington","0901385950","2010-2014","Number","Total Households",2312
"Willington","0901385950","2010-2014","Number","Margins of Error",178
"Willington","0901385950","2011-2015","Number","Total Households",2417
"Willington","0901385950","2011-2015","Number","Margins of Error",174
"Willington","0901385950","2012-2016","Number","Total Households",2430
"Willington","0901385950","2012-2016","Number","Margins of Error",159
"Willington","0901385950","2013-2017","Number","Total Households",2366
"Willington","0901385950","2013-2017","Number","Margins of Error",174
"Wilton","0900186370","2006-2010","Number","Total Households",5994
"Wilton","0900186370","2006-2010","Number","Margins of Error",154
"Wilton","0900186370","2007-2011","Number","Total Households",5977
"Wilton","0900186370","2007-2011","Number","Margins of Error",155
"Wilton","0900186370","2008-2012","Number","Total Households",6005
"Wilton","0900186370","2008-2012","Number","Margins of Error",156
"Wilton","0900186370","2009-2013","Number","Total Households",5955
"Wilton","0900186370","2009-2013","Number","Margins of Error",180
"Wilton","0900186370","2010-2014","Number","Total Households",5963
"Wilton","0900186370","2010-2014","Number","Margins of Error",191
"Wilton","0900186370","2011-2015","Number","Total Households",5953
"Wilton","0900186370","2011-2015","Number","Margins of Error",162
"Wilton","0900186370","2012-2016","Number","Total Households",5917
"Wilton","0900186370","2012-2016","Number","Margins of Error",179
"Wilton","0900186370","2013-2017","Number","Total Households",5978
"Wilton","0900186370","2013-2017","Number","Margins of Error",174
"Winchester","0900586440","2006-2010","Number","Total Households",4514
"Winchester","0900586440","2006-2010","Number","Margins of Error",234
"Winchester","0900586440","2007-2011","Number","Total Households",4626
"Winchester","0900586440","2007-2011","Number","Margins of Error",231
"Winchester","0900586440","2008-2012","Number","Total Households",4620
"Winchester","0900586440","2008-2012","Number","Margins of Error",245
"Winchester","0900586440","2009-2013","Number","Total Households",4648
"Winchester","0900586440","2009-2013","Number","Margins of Error",275
"Winchester","0900586440","2010-2014","Number","Total Households",4819
"Winchester","0900586440","2010-2014","Number","Margins of Error",265
"Winchester","0900586440","2011-2015","Number","Total Households",4897
"Winchester","0900586440","2011-2015","Number","Margins of Error",249
"Winchester","0900586440","2012-2016","Number","Total Households",4728
"Winchester","0900586440","2012-2016","Number","Margins of Error",244
"Winchester","0900586440","2013-2017","Number","Total Households",4787
"Winchester","0900586440","2013-2017","Number","Margins of Error",216
"Windham","0901586790","2006-2010","Number","Total Households",8969
"Windham","0901586790","2006-2010","Number","Margins of Error",434
"Windham","0901586790","2007-2011","Number","Total Households",9136
"Windham","0901586790","2007-2011","Number","Margins of Error",401
"Windham","0901586790","2008-2012","Number","Total Households",8957
"Windham","0901586790","2008-2012","Number","Margins of Error",429
"Windham","0901586790","2009-2013","Number","Total Households",8883
"Windham","0901586790","2009-2013","Number","Margins of Error",355
"Windham","0901586790","2010-2014","Number","Total Households",8920
"Windham","0901586790","2010-2014","Number","Margins of Error",418
"Windham","0901586790","2011-2015","Number","Total Households",8898
"Windham","0901586790","2011-2015","Number","Margins of Error",396
"Windham","0901586790","2012-2016","Number","Total Households",8740
"Windham","0901586790","2012-2016","Number","Margins of Error",326
"Windham","0901586790","2013-2017","Number","Total Households",8685
"Windham","0901586790","2013-2017","Number","Margins of Error",386
"Windsor","0900387000","2006-2010","Number","Total Households",10976
"Windsor","0900387000","2006-2010","Number","Margins of Error",306
"Windsor","0900387000","2007-2011","Number","Total Households",10703
"Windsor","0900387000","2007-2011","Number","Margins of Error",275
"Windsor","0900387000","2008-2012","Number","Total Households",10698
"Windsor","0900387000","2008-2012","Number","Margins of Error",303
"Windsor","0900387000","2009-2013","Number","Total Households",10689
"Windsor","0900387000","2009-2013","Number","Margins of Error",293
"Windsor","0900387000","2010-2014","Number","Total Households",10796
"Windsor","0900387000","2010-2014","Number","Margins of Error",283
"Windsor","0900387000","2011-2015","Number","Total Households",10746
"Windsor","0900387000","2011-2015","Number","Margins of Error",257
"Windsor","0900387000","2012-2016","Number","Total Households",10755
"Windsor","0900387000","2012-2016","Number","Margins of Error",249
"Windsor","0900387000","2013-2017","Number","Total Households",10856
"Windsor","0900387000","2013-2017","Number","Margins of Error",309
"Windsor Locks","0900387070","2006-2010","Number","Total Households",5247
"Windsor Locks","0900387070","2006-2010","Number","Margins of Error",190
"Windsor Locks","0900387070","2007-2011","Number","Total Households",5174
"Windsor Locks","0900387070","2007-2011","Number","Margins of Error",258
"Windsor Locks","0900387070","2008-2012","Number","Total Households",5298
"Windsor Locks","0900387070","2008-2012","Number","Margins of Error",272
"Windsor Locks","0900387070","2009-2013","Number","Total Households",5189
"Windsor Locks","0900387070","2009-2013","Number","Margins of Error",291
"Windsor Locks","0900387070","2010-2014","Number","Total Households",5224
"Windsor Locks","0900387070","2010-2014","Number","Margins of Error",303
"Windsor Locks","0900387070","2011-2015","Number","Total Households",4974
"Windsor Locks","0900387070","2011-2015","Number","Margins of Error",306
"Windsor Locks","0900387070","2012-2016","Number","Total Households",5084
"Windsor Locks","0900387070","2012-2016","Number","Margins of Error",204
"Windsor Locks","0900387070","2013-2017","Number","Total Households",5078
"Windsor Locks","0900387070","2013-2017","Number","Margins of Error",249
"Wolcott","0900987560","2006-2010","Number","Total Households",5929
"Wolcott","0900987560","2006-2010","Number","Margins of Error",200
"Wolcott","0900987560","2007-2011","Number","Total Households",5896
"Wolcott","0900987560","2007-2011","Number","Margins of Error",198
"Wolcott","0900987560","2008-2012","Number","Total Households",5947
"Wolcott","0900987560","2008-2012","Number","Margins of Error",168
"Wolcott","0900987560","2009-2013","Number","Total Households",5980
"Wolcott","0900987560","2009-2013","Number","Margins of Error",210
"Wolcott","0900987560","2010-2014","Number","Total Households",5827
"Wolcott","0900987560","2010-2014","Number","Margins of Error",244
"Wolcott","0900987560","2011-2015","Number","Total Households",5746
"Wolcott","0900987560","2011-2015","Number","Margins of Error",212
"Wolcott","0900987560","2012-2016","Number","Total Households",5844
"Wolcott","0900987560","2012-2016","Number","Margins of Error",212
"Wolcott","0900987560","2013-2017","Number","Total Households",5758
"Wolcott","0900987560","2013-2017","Number","Margins of Error",234
"Woodbridge","0900987700","2006-2010","Number","Total Households",3386
"Woodbridge","0900987700","2006-2010","Number","Margins of Error",153
"Woodbridge","0900987700","2007-2011","Number","Total Households",3334
"Woodbridge","0900987700","2007-2011","Number","Margins of Error",114
"Woodbridge","0900987700","2008-2012","Number","Total Households",3364
"Woodbridge","0900987700","2008-2012","Number","Margins of Error",135
"Woodbridge","0900987700","2009-2013","Number","Total Households",3145
"Woodbridge","0900987700","2009-2013","Number","Margins of Error",154
"Woodbridge","0900987700","2010-2014","Number","Total Households",3090
"Woodbridge","0900987700","2010-2014","Number","Margins of Error",166
"Woodbridge","0900987700","2011-2015","Number","Total Households",3084
"Woodbridge","0900987700","2011-2015","Number","Margins of Error",158
"Woodbridge","0900987700","2012-2016","Number","Total Households",2934
"Woodbridge","0900987700","2012-2016","Number","Margins of Error",165
"Woodbridge","0900987700","2013-2017","Number","Total Households",2876
"Woodbridge","0900987700","2013-2017","Number","Margins of Error",140
"Woodbury","0900587910","2006-2010","Number","Total Households",4216
"Woodbury","0900587910","2006-2010","Number","Margins of Error",160
"Woodbury","0900587910","2007-2011","Number","Total Households",4232
"Woodbury","0900587910","2007-2011","Number","Margins of Error",180
"Woodbury","0900587910","2008-2012","Number","Total Households",4204
"Woodbury","0900587910","2008-2012","Number","Margins of Error",163
"Woodbury","0900587910","2009-2013","Number","Total Households",4125
"Woodbury","0900587910","2009-2013","Number","Margins of Error",160
"Woodbury","0900587910","2010-2014","Number","Total Households",4096
"Woodbury","0900587910","2010-2014","Number","Margins of Error",176
"Woodbury","0900587910","2011-2015","Number","Total Households",4101
"Woodbury","0900587910","2011-2015","Number","Margins of Error",143
"Woodbury","0900587910","2012-2016","Number","Total Households",4059
"Woodbury","0900587910","2012-2016","Number","Margins of Error",163
"Woodbury","0900587910","2013-2017","Number","Total Households",4045
"Woodbury","0900587910","2013-2017","Number","Margins of Error",170
"Woodstock","0901588190","2006-2010","Number","Total Households",3126
"Woodstock","0901588190","2006-2010","Number","Margins of Error",172
"Woodstock","0901588190","2007-2011","Number","Total Households",3086
"Woodstock","0901588190","2007-2011","Number","Margins of Error",187
"Woodstock","0901588190","2008-2012","Number","Total Households",3081
